fixedAcidity,volatileAcidity,citricAcid,residualSugar,chlorides,freeSulfurDioxide,totalSulfurDioxide,density,pH,sulphates,alcohol,quality,type,,,
6.369629665,0.17157894,0.270824162,1.480492126,0.037885223,19.91909272,98.93917683,0.991223523,3.47106083,0.421966571,10.88724356,3,White,,,
4.924218138,0.23975388,0.210906873,2.244784156,0.039949905,32.38802973,91.84505612,0.991979718,3.713914989,0.623900849,11.71261527,4,White,,,
9.282177329,0.251471074,0.342677074,1.167315397,0.027073013,31.6377922,92.61568182,0.992202764,2.937278623,0.368759169,11.3770257,3,White,,,
9.293199528,0.428662388,0.522304805,2.282031145,0.084007783,15.20211203,19.45509545,0.997969383,3.369377856,0.609662938,11.29155645,4,Red,,,
6.256220186,0.251179554,0.230493136,14.56414935,0.039863471,44.53123774,129.9857211,0.998014882,3.150135545,0.353469455,9.669847195,4,White,,,
6.426172764,0.437177472,0.441325101,14.52991351,0.04901526,29.38763037,215.8968216,1.000619152,3.255588663,0.540097816,8.704308307,3,White,,,
6.911109624,0.232394305,0.41256879,7.914424171,0.031018515,30.7689467,117.5555707,0.995932526,3.219690231,0.539238403,11.14867385,4,White,,,
6.908068674,0.518515394,0.319130243,13.59883061,0.045097483,57.38831872,216.4754715,0.997956756,3.279826636,0.499794132,9.600771767,4,White,,,
6.644384286,0.230667002,0.304079707,14.99208438,0.051962525,33.22737881,108.9816453,0.9998433,3.040463233,0.537949466,8.871441678,4,White,,,
8.625140329,0.342773585,0.360185992,1.397046499,0.045969359,10.95000739,111.5320096,0.99721064,3.155265834,0.470549917,9.208976915,6,White,,,
5.376781216,0.300007546,0.201494867,1.104114245,0.078201745,49.60985483,126.2083248,0.994699298,3.291490392,0.541646625,8.641879256,6,White,,,
12.05160646,0.562138434,0.493752238,2.496641946,0.064892717,5.367947312,28.26334849,1.001052128,3.084585356,0.878582321,10.7693075,5,Red,,,
6.178714646,0.311409779,0.302357174,10.27451327,0.047114177,50.048934,213.0293044,0.997274627,3.768421063,0.551192774,11.87526973,4,White,,,
7.12550675,0.361241025,0.401154318,1.943907181,0.033942485,26.42008453,123.4865692,0.990550582,3.210845253,0.451615533,13.44466219,3,White,,,
6.851877311,0.191286486,0.320188191,7.892346544,0.042933346,30.76456089,127.5833664,0.995610419,3.411309791,0.390758814,10.68079504,4,White,,,
6.701567406,0.340813646,0.537792065,16.83647361,0.047920875,43.76210305,181.0906276,0.999783402,3.028540571,0.562706817,8.801874242,5,White,,,
6.857021819,0.280038413,0.398948967,22.2500859,0.048970906,46.81484776,174.1269884,1.001589673,2.926026836,0.501574674,8.667490543,5,White,,,
11.30223251,0.671879005,0.551636096,2.323240487,0.08484884,6.138204604,12.45427618,1.000745235,3.173026012,0.713285474,9.619266573,4,Red,,,
6.195503849,0.211964507,0.380885663,6.812396712,0.037065121,62.19583405,224.5829924,0.996626655,3.072582161,0.362440111,9.28785378,4,White,,,
6.36820904,0.220446307,0.340572048,1.78714152,0.057788763,28.56510952,108.9108774,0.996650343,3.832256361,0.574019267,10.34376816,4,White,,,
7.824958301,0.903485774,0.071151627,1.918414188,0.058969797,21.38402678,42.19812807,0.995662112,3.509779578,0.431981155,10.99960542,4,Red,,,
6.433600671,0.16096881,0.221889511,1.403000272,0.041133951,39.46238227,172.6105548,0.993778613,3.483562424,0.578680682,10.14474699,4,White,,,
6.119848433,0.250887753,0.490251349,7.665096955,0.05297188,63.91416376,207.7335768,0.996999094,3.144405298,0.469266354,8.907588986,5,White,,,
6.996612385,0.209728902,0.341492925,8.0438331,0.058049894,20.01047808,114.52952,0.997255949,2.972686551,0.591961716,9.427531437,5,White,,,
6.44838498,0.221745,0.280762346,3.7326562,0.060090852,27.20774198,138.8573194,0.991843437,3.245380322,0.414108801,12.13453517,3,White,,,
5.940575847,0.272518418,0.200966365,14.72087159,0.04497153,22.47079152,194.4079655,0.996753114,3.380447172,0.370563133,10.1768059,5,White,,,
9.08659432,0.230123451,0.349322825,10.9704397,0.038021301,30.88692972,128.884036,0.999058826,3.087843309,0.318226371,9.370837674,5,White,,,
7.40642254,0.55178038,0.210466317,2.152169832,0.072056627,6.692661212,27.92152103,0.996602552,3.275597889,0.55236032,9.702371267,5,Red,,,
9.561330311,0.559678847,0.332261509,2.331561716,0.089979571,33.56055034,62.76466527,0.998126942,3.304250173,0.7315537,11.74719735,3,Red,,,
6.927904633,0.221019124,0.320799878,9.347670265,0.041024531,21.24218256,118.3479432,0.996500907,3.349719482,0.540674366,10.79720166,3,White,,,
6.029819475,0.100887698,0.240080658,1.093093499,0.042112267,15.13933061,62.48386577,0.993806578,3.651156309,0.604574769,10.06087062,3,White,,,
5.784961055,0.303823481,0.231123894,1.477182056,0.034982523,34.57213706,119.0801828,0.989653876,2.967281228,0.340114988,11.95634496,4,White,,,
6.187301005,0.212014421,0.191215949,1.44166721,0.047146292,54.03947632,119.9075745,0.992490773,3.214994613,0.392729717,10.43669405,5,White,,,
6.533502796,0.253020482,0.302100121,1.585053921,0.046930513,32.1474283,130.7007748,0.993820821,3.437828366,0.511061979,10.3139747,3,White,,,
7.073469893,0.332023416,0.639357999,13.43254771,0.057005376,12.26771397,108.5058542,0.997871051,3.033211004,0.393097345,9.332365659,5,White,,,
6.948467482,0.26937793,0.491188112,23.49195572,0.05802745,62.11266262,224.6645644,1.002804812,2.978362392,0.469968638,8.739273467,5,White,,,
6.577229335,0.160622093,0.57108437,1.114849707,0.131528681,55.3849834,147.8938844,0.994379439,3.121667068,0.393567633,9.428582302,3,White,,,
7.140998565,0.22222393,0.329743628,2.827730618,0.033951494,50.64705061,135.8286436,0.991118505,3.14332504,0.383877197,12.56476986,3,White,,,
7.982341097,0.183283698,0.370125535,1.296071118,0.040948517,14.92544052,101.5993965,0.992423713,3.058059023,0.608894059,12.00850603,4,White,,,
5.558434581,0.340736859,0.260241856,2.13894335,0.022071694,31.18111097,107.0852378,0.990172259,3.544817482,0.489885152,12.63065139,2,White,,,
5.886247531,0.372404187,0.100882937,1.592678976,0.058062898,38.47674949,136.6913051,0.992452479,3.244540994,0.479132672,10.14280984,5,White,,,
6.130328805,0.171180076,0.290418364,1.115684071,0.041984324,29.72754206,97.22245802,0.991392682,3.256104738,0.573594377,11.02975309,4,White,,,
6.418275956,0.150342442,0.320026272,1.335403646,0.03707929,20.06771478,82.53077957,0.990161519,3.172495101,0.411798204,12.26319255,4,White,,,
7.214567097,0.233155917,0.390620761,1.520500346,0.053912252,26.49900911,104.9573486,0.992796382,3.16647198,0.473653441,11.0372973,4,White,,,
8.03472909,0.230247065,0.37079288,9.74087977,0.054970893,23.67174431,168.4790821,0.999172814,3.317346073,0.47121743,9.612832075,6,White,,,
5.814053604,0.270590085,0.271573188,9.043999486,0.051850623,42.70069987,136.3858149,0.994966547,3.257145542,0.527802446,10.52060386,4,White,,,
7.271821426,0.231120352,0.281200904,2.005136064,0.047039576,31.54376879,108.4370286,0.99113548,3.12960359,0.31024788,11.84112308,5,White,,,
5.538297442,0.187144575,0.19053261,7.152135273,0.049065678,37.61531253,108.7065508,0.995185999,3.256703248,0.410246302,9.5607003,4,White,,,
7.747679886,0.208878888,0.392962547,1.772916,0.034862377,63.13140692,188.0383123,0.992112122,3.07790252,0.747137464,12.15996696,2,White,,,
5.973970849,0.28165224,0.338859585,1.578685473,0.120305671,31.20404315,88.75125612,0.993716938,3.181652371,0.380896111,10.11847604,4,White,,,
5.459784804,0.316804104,0.379240046,2.580231932,0.034005369,10.09638924,76.07749547,0.992221036,3.115519066,0.594715671,10.68467027,4,White,,,
7.002420405,0.203065553,0.399565875,1.086995355,0.058843378,29.58966655,94.81325242,0.994037219,3.036242611,0.382630805,9.079527847,4,White,,,
7.584826338,0.284454764,0.319919217,14.1967355,0.064009732,32.1852595,188.3255181,0.998826648,2.982588644,0.454136172,9.216382028,5,White,,,
6.433322807,0.519437191,0.170164002,1.411771077,0.04789088,5.456462361,25.68658481,0.993651587,3.273971939,0.321328083,9.993101046,6,White,,,
7.056035298,0.361720588,0.303376188,1.619869736,0.081036953,33.8621164,67.11444676,0.997393957,3.434163369,0.499928646,9.407169015,5,Red,,,
7.464825991,0.181480809,0.461815085,10.03303209,0.055881424,60.73037063,145.6342502,0.997934005,3.134517331,0.431225481,9.909377752,4,White,,,
6.781914528,0.242392207,0.382102362,8.413376692,0.046027253,53.47996639,189.8612715,0.997321244,3.149843515,0.499497826,9.594664083,4,White,,,
6.910458606,0.401454469,0.251062074,1.827415849,0.05093031,49.27018311,195.7346956,0.992761304,3.028321358,0.54846899,11.49820475,4,White,,,
7.274961672,0.291423964,0.290619519,4.785457386,0.029952019,26.63746767,143.6368318,0.993404517,3.053956513,0.260315185,10.58224406,4,White,,,
6.161375188,0.410031644,0.230908259,1.061785415,0.066970982,21.92826196,147.2002334,0.994247691,3.303895181,0.47062983,9.639336392,5,White,,,
7.49337575,0.200529249,0.330372677,1.857668049,0.036095728,40.08296681,139.4115349,0.992033562,3.165347244,0.43984559,11.65624139,3,White,,,
6.73876649,0.2010068,0.240250252,6.609895682,0.045033598,28.06742484,106.9343142,0.994790092,3.141532734,0.331894267,10.39753733,4,White,,,
7.122510625,0.320257634,0.40076437,8.807575517,0.038981248,46.10883814,122.7915242,0.996880926,3.189388412,0.47078109,10.28198841,4,White,,,
5.045967672,0.301166215,0.329719931,3.633303979,0.031068312,55.57483554,184.6515516,0.988741809,3.348441712,0.300686671,12.98254648,3,White,,,
7.291922926,0.281410004,0.372399,1.204707927,0.039953965,25.50133864,103.6189971,0.993046864,3.007321338,0.618006165,10.75622642,5,White,,,
7.337305887,0.192493567,0.268984924,1.65710046,0.028044837,33.29364361,134.1129339,0.992891247,3.357104303,0.538677672,10.92605736,3,White,,,
7.046527774,0.328572128,0.783836247,10.3640976,0.042978835,21.63690904,264.5386777,0.995083498,2.996266021,0.556222143,11.04032392,4,White,,,
6.408596672,0.593882868,0.140659178,5.134539258,0.058901401,14.19301665,101.7875702,0.99680269,3.368907776,0.361157118,8.970057953,6,White,,,
6.681098901,0.220591676,0.36991113,1.629092117,0.028961002,23.41117238,101.2234855,0.992030639,3.323361289,0.593801325,11.55015733,3,White,,,
6.506860808,0.261544865,0.250026348,11.5762536,0.045977429,43.06135494,160.6139855,0.998015359,3.331840123,0.428871464,9.735251467,4,White,,,
7.539514284,0.260104431,0.35968613,1.627952404,0.032945959,6.438870394,105.833374,0.994232253,3.174108855,0.402083103,10.29290524,6,White,,,
8.701873729,0.230283085,0.320477006,13.21867212,0.045056098,32.42344003,172.9451556,1.000302571,3.126910741,0.471857912,8.779593794,3,White,,,
6.074676915,0.220667298,0.280049557,16.7227164,0.060086015,57.19334389,150.5758399,0.998256322,3.200784989,0.379270475,10.60973433,5,White,,,
6.872067847,0.151252393,0.281645506,14.39684004,0.052008882,30.12822982,159.6112143,0.998858344,2.950942321,0.389011107,9.124186867,3,White,,,
8.004094004,0.673375597,0.301960225,1.936494844,0.061253477,40.55416346,65.80800583,0.996680357,3.271492137,0.558550187,10.24931,4,Red,,,
6.781300744,0.281562977,0.390622536,1.428655193,0.036950947,14.28912029,127.896305,0.992734293,3.253205499,0.719236185,11.80158825,5,White,,,
6.547990416,0.086753144,0.330036719,1.420472813,0.036983639,17.48852407,108.0894989,0.993502715,3.253475533,0.614715567,9.463371047,4,White,,,
7.376942524,0.262152086,0.372141523,9.734369715,0.04802318,42.7117917,152.173097,0.999525427,3.454747743,0.721575598,9.899991527,5,White,,,
6.956605774,0.170408831,0.372176795,5.555001965,0.026093686,29.1433488,139.1623784,0.994829297,3.175928151,0.487582408,10.75485026,4,White,,,
7.007064928,0.081055614,0.493263278,1.362248903,0.051050892,17.37449386,136.5585594,0.996193935,3.451425844,0.441932331,10.26960519,4,White,,,
7.916015078,0.180875889,0.461576421,13.60966956,0.053018065,36.23549476,116.2565022,0.998042648,3.178664393,0.504289049,10.07060551,4,White,,,
6.935267227,0.241786105,0.30069902,12.68385145,0.035987037,72.54021677,172.7367941,0.995606988,2.989133892,0.571382261,10.4896907,4,White,,,
5.730057848,0.431027861,0.300190048,5.604538618,0.039947747,25.86586685,83.76820726,0.993855169,3.555220204,0.611524823,12.14975466,3,White,,,
7.264228779,0.393093826,0.63161252,11.36090085,0.045055882,57.97600807,166.0765218,0.997733927,3.080352074,0.438687909,8.686995443,4,White,,,
7.346457279,0.191285677,0.270577671,11.27950668,0.062088798,47.87059732,134.1821843,0.998658169,3.010549131,0.59013229,9.404007327,4,White,,,
7.421275801,0.638841182,0.101036012,2.402177713,0.081047991,16.69257451,35.10276286,0.998087737,3.606988628,0.690334861,11.05954189,3,Red,,,
7.404074109,0.360963325,0.291831891,2.622430566,0.087929909,26.41737666,73.5752232,0.99740134,3.36898213,0.677927662,11.03365117,5,Red,,,
6.906046322,0.220134298,0.430745734,6.584390091,0.043040275,32.73748412,106.091167,0.993728816,3.036066228,0.511314761,10.89380096,4,White,,,
6.528833637,0.220304744,0.250327937,17.36125131,0.050997798,42.63218595,140.2630163,1.001011381,3.301693015,0.370399941,8.792709177,5,White,,,
7.484773607,0.259825359,0.302405059,7.847282064,0.050003416,35.97704831,147.545806,0.996646818,3.126331472,0.482262678,8.824948839,4,White,,,
7.189613377,0.152068208,0.381242262,1.158102308,0.039121967,17.44364187,108.8440463,0.992740184,3.173078014,0.431782688,11.15041715,4,White,,,
6.301001884,0.30615396,0.221164371,15.93490851,0.061929543,26.04523061,148.4095084,0.99882945,3.092622205,0.502283395,9.235056077,5,White,,,
6.073778193,0.281583114,0.270371367,4.118153208,0.047097904,51.15195638,138.2346906,0.991834448,3.265642977,0.562092682,11.49576338,4,White,,,
6.29094415,0.171255315,0.321193013,3.999491117,0.041028131,35.73855806,123.1748478,0.992384421,3.22586728,0.434725002,11.26196146,4,White,,,
11.77623178,0.572346867,0.498060312,2.650351732,0.083018461,5.674487148,32.29193979,1.001835993,3.122110094,0.785907215,10.75286276,4,Red,,,
7.570070558,0.13099236,0.391578712,4.773663573,0.043022271,34.50294168,119.3595571,0.995068757,3.376901651,0.558956462,10.47244548,3,White,,,
8.214355124,0.300308271,0.441366808,12.61195494,0.043927936,50.3907708,171.1068268,0.996467249,3.057448349,0.328045313,11.7806236,4,White,,,
6.088608736,0.271542159,0.321270672,1.095694723,0.035038257,24.5497233,104.6139061,0.990998656,3.370955723,0.401743308,12.37972744,4,White,,,
7.070809379,0.301906678,0.46154924,1.493241628,0.067014005,29.09832884,132.346881,0.991278899,3.131864475,0.535799175,12.525855,4,White,,,
6.241365346,0.261052271,0.251873443,10.7351171,0.047093533,64.480664,170.9203101,0.997653839,3.184573839,0.54908215,9.907523045,4,White,,,
7.970085701,0.424149613,0.492366235,8.305965493,0.057147693,33.057473,149.4938265,0.997875687,3.291170929,0.597998836,11.03118307,3,White,,,
6.599779533,0.190990687,0.231868126,6.315914224,0.047932121,37.6366113,106.6030458,0.99489508,3.345694847,0.430377537,9.765170508,4,White,,,
6.835844846,0.141206152,0.280445838,1.242421188,0.027017358,9.022518769,52.47767982,0.994607022,3.466717721,0.450007415,9.945516538,5,White,,,
11.38647626,0.460877036,0.499196243,2.725026606,0.122727238,3.966842499,16.82771239,1.00135829,3.105249533,0.698694231,10.18121459,5,Red,,,
5.656954684,0.221953756,0.200757001,15.88011528,0.04509986,43.56234014,93.69580859,1.000596276,3.234648735,0.463829917,8.901711072,4,White,,,
7.368847264,0.192676782,0.312526959,14.81461109,0.045959334,40.91556186,183.3355363,0.999938919,3.096836694,0.500620566,9.252250705,4,White,,,
5.120113299,0.290258449,0.279533447,8.196127538,0.026967139,27.22505308,104.4053579,0.993790369,3.370820787,0.369919008,11.04996479,4,White,,,
8.116278689,0.28255019,0.489893089,0.995685743,0.041075471,31.9269844,161.048922,0.994801998,3.140943857,0.411299194,10.00009896,4,White,,,
7.445886063,0.597641046,0.321384855,2.751831208,0.104161687,12.29405288,97.35942342,0.999399992,3.443909686,0.619081597,9.275438407,5,Red,,,
7.973682179,0.25203592,0.261249549,13.90978394,0.044203869,39.47123152,262.8710023,0.998831296,3.025794635,0.572379236,8.759605326,4,White,,,
6.096725932,0.343109056,0.460372693,4.645448287,0.030132379,21.75098448,85.78960869,0.991996978,3.285834924,0.619420361,12.41248653,4,White,,,
5.954051422,0.232118462,0.239612632,3.679717615,0.039054943,67.25582659,157.5275555,0.992514645,3.300534037,0.502011128,11.20675246,3,White,,,
7.282789042,0.221555023,0.41143153,15.67910004,0.050833469,55.35554237,227.581087,1.001322135,3.308442764,0.590120012,8.893837873,4,White,,,
7.023357893,0.338319985,0.492885705,1.485787989,0.028050337,28.07656821,137.7151287,0.991257711,3.271519146,0.330903952,11.97685005,3,White,,,
5.900838324,0.2514373,0.271441338,1.430440333,0.029982653,35.74152971,78.52109401,0.99003754,3.188654796,0.462432097,12.25809173,4,White,,,
6.759921917,0.563900175,0.090706739,2.927651605,0.079965623,6.628574591,23.51689351,0.997652044,3.45390585,0.612782165,10.28014697,5,Red,,,
7.018214971,0.181470321,0.489503936,5.37543383,0.041047526,34.30713506,135.5554659,0.993063892,3.220533442,0.401536617,12.25334649,4,White,,,
8.1304459,0.299193372,0.493323278,12.00045011,0.050090437,50.22879792,146.8297254,0.998111603,3.079701046,0.572631429,10.2879351,3,White,,,
6.319022274,0.22141182,0.571458152,1.364961394,0.208554512,14.08822574,100.1248285,0.994121954,3.172614283,0.430418034,9.995642988,4,White,,,
8.023297353,0.309135048,0.220939413,12.75917708,0.049045923,46.52644484,217.938428,1.001431703,3.480367792,0.58948625,10.07317231,5,White,,,
9.553783168,0.331525247,0.521299344,2.194438494,0.074911063,12.66005239,28.66661735,0.995318266,3.370344209,0.75803526,12.34948682,3,Red,,,
6.757828911,0.171110558,0.170660494,4.992589181,0.050111803,24.69518783,76.11643898,0.993732962,2.993280145,0.380803339,10.10227599,4,White,,,
8.888280125,0.607724025,0.489689918,1.968983167,0.270828756,21.6683653,116.2742367,0.997425719,3.127645001,1.023406661,9.167741347,5,Red,,,
9.345622005,0.652890791,0.261219393,1.987467091,0.097061614,4.788742094,28.14979029,0.999188848,3.272038644,0.421659643,9.467926414,5,Red,,,
6.829128844,0.281738686,0.428486816,7.374423816,0.031039171,26.89191132,115.1862533,0.992266896,3.086816448,0.589713721,12.79785249,2,White,,,
5.875758485,0.339492773,0.289530739,6.017059228,0.047053117,29.59001441,138.2917747,0.996103005,3.453973169,0.572568129,10.7141744,4,White,,,
7.199783584,0.231626548,0.190326949,13.62475413,0.0530149,45.52943008,174.9292551,0.999105917,3.118084231,0.528245634,9.101597864,5,White,,,
5.556522378,0.187073723,0.491321574,1.075283526,0.030915588,29.85002664,113.2004155,0.993065377,3.561601484,0.450504222,10.25290901,4,White,,,
9.271818006,0.360503541,0.390912111,1.506357024,0.081071418,40.28743091,56.89954827,0.997402247,3.475990625,0.729693184,10.89872508,4,Red,,,
7.290235634,0.330657849,0.260957635,2.583938467,0.041123485,27.90700882,124.152609,0.992307559,3.099280724,0.519395075,11.81149059,3,White,,,
7.252465035,0.250874777,0.361256936,2.019901836,0.035011436,31.03416555,169.9894807,0.991182219,3.26220488,0.400812876,11.80496507,2,White,,,
10.3894576,0.419845146,0.477380078,2.830315485,0.065979929,5.028203897,20.1047407,0.997149223,3.218457551,0.870037498,11.04847049,4,Red,,,
5.600864008,0.210988523,0.371325558,4.486635031,0.041056411,54.81615593,158.6912746,0.99376726,3.283296897,0.619483068,10.73949245,4,White,,,
6.097197692,0.24975674,0.483121879,15.77550751,0.053121847,26.08417484,93.73147703,0.998333601,3.08027847,0.45031619,9.090794945,4,White,,,
7.107660219,0.391843226,0.37119234,1.100592523,0.044046425,35.21552771,99.19300363,0.991670061,3.38061104,0.476971754,12.82236138,2,White,,,
7.316935233,0.201837809,0.608080627,15.75234939,0.043986719,14.15909258,104.9894394,1.001520363,3.063745377,0.359060709,9.033996883,4,White,,,
8.011274148,0.220488149,0.420452717,15.20941234,0.044934486,46.64659125,159.2726377,0.999242376,3.223244092,0.690269721,8.545332259,3,White,,,
7.108948927,0.310952894,0.259157033,7.229692741,0.069830913,26.90860258,180.6275977,0.996684062,3.145040169,0.459446322,9.835727166,4,White,,,
5.768228582,0.271323144,0.160749248,9.088368386,0.054003966,35.25978095,107.2903641,0.995766281,3.335602195,0.370813803,10.40140439,4,White,,,
6.581611136,0.250919846,0.322009412,5.736354848,0.040038573,14.50634643,65.18120366,0.991827554,2.963819236,0.52330057,11.12865526,4,White,,,
6.857733793,0.229766879,0.322132292,8.836214255,0.046917363,44.96330473,157.3554987,0.995812678,3.093894351,0.519344817,10.49981942,4,White,,,
7.749505402,0.261458045,0.492158882,3.266296999,0.027999888,27.68461395,90.85764817,0.992251284,3.045944984,0.321546302,11.19923197,3,White,,,
6.699924892,0.481538687,0.490056611,3.073643963,0.030852437,25.01328207,113.4190245,0.990752096,3.114463299,0.402100286,13.46200188,4,White,,,
7.461873252,0.332873961,0.377654191,8.86336215,0.127022205,48.80509225,211.0709675,0.998583339,2.976551056,0.568771553,9.432352193,5,White,,,
7.279739645,0.259521839,0.242057454,1.692034776,0.050906938,10.18725333,119.4860967,0.993848276,3.111809209,0.43193817,9.8664804,5,White,,,
8.977528581,0.822758141,0.050872786,2.393993386,0.081816017,27.97264244,104.9802198,0.998908928,3.375343306,0.534360732,9.981103932,5,Red,,,
6.781128394,0.310845324,0.320934746,7.531350985,0.052850073,37.36393095,123.2806473,0.996584616,3.142743497,0.37892307,8.96620663,5,White,,,
7.457208577,0.271121759,0.30986319,2.447121155,0.014971687,15.3613541,147.1459582,0.992180375,3.035669917,0.646929058,12.10013545,6,White,,,
